WigleWifi-1.4,appRelease=2.26,model=SM-G900F,release=6.0.1,device=klte,display=MMB29M.G900FXXU1CPI8,board=MSM8974,brand=samsung,,,
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
14:ae:db:53:4d:3d,oz,[WPA2-PSK-CCMP][ESS],13/11/2017 22:47,6,-68,32.06286489,34.76916496,34,13,WIFI
00:1a:dd:e0:3e:81,F2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:47,1,-88,32.06286489,34.76916496,34,13,WIFI
74:da:38:98:2e:f8,SweetWood_2EX,[WPA2-PSK-CCMP][WPS][ESS],13/11/2017 22:47,11,-85,32.06286489,34.76916496,34,13,WIFI
14:ae:db:47:99:6d,why2,[WPA2-PSK-CCMP][ESS],13/11/2017 22:47,11,-76,32.06286489,34.76916496,34,13,WIFI
00:22:b0:72:be:63,Office,[WEP][ESS],13/11/2017 22:47,9,-78,32.06286489,34.76916496,34,13,WIFI
c4:12:f5:f7:5a:a8,TUR,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:47,9,-84,32.06286489,34.76916496,34,13,WIFI
00:10:f3:70:db:c3,saturn,[WPA2-PSK-CCMP][ESS],13/11/2017 22:47,6,-87,32.06286489,34.76916496,34,13,WIFI
f0:92:1c:98:c0:bd,HP-Print-BD-Officejet 6700,[WPA2-PSK-CCMP][ESS],13/11/2017 22:47,13,-90,32.06286489,34.76916496,34,13,WIFI
42501_10171_1123852,012 Mobile,HSDPA;il,13/11/2017 22:47,0,-55,32.06286489,34.76916496,34,13,GSM
e0:8f:ec:06:8a:7e,TABLET,[WPA2-PSK-CCMP][WPS][ESS],13/11/2017 22:47,11,-91,32.06292223,34.76900015,33,12,WIFI
1c:5f:2b:9d:0f:57,talmi-tiba,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:47,6,-87,32.06292223,34.76900015,33,12,WIFI
fa:8f:ca:96:74:af,,[ESS],13/11/2017 22:47,11,-81,32.06292223,34.76900015,33,12,WIFI
10:be:f5:3d:35:4e,WiggleWiggleWiggle,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 22:47,3,-84,32.06292223,34.76900015,33,12,WIFI
82:4c:a5:28:7a:1b,Skyline-internal,[WPA2-PSK-CCMP-preauth][ESS],13/11/2017 22:47,11,-85,32.06292223,34.76900015,33,12,WIFI
a2:6c:ac:04:1e:81,Skyline-internal,[WPA2-PSK-CCMP-preauth][ESS],13/11/2017 22:47,1,-85,32.06292223,34.76900015,33,12,WIFI
60:e3:27:6c:9a:00,Penny,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],13/11/2017 22:47,13,-92,32.06292223,34.76900015,33,12,WIFI
fa:8f:ca:61:13:d1,,[ESS],13/11/2017 22:47,7,-95,32.06292223,34.76900015,33,12,WIFI
fc:0a:81:b2:ad:81,FREE_TLV,[ESS][BLE],13/11/2017 22:47,11,-87,32.0629429,34.76892028,38,12,WIFI
74:da:39:98:2e:f9,sweetwood guest,[WPA2-PSK-CCMP][ESS],13/11/2017 22:47,11,-89,32.0629429,34.76892028,38,12,WIFI
1c:5f:2b:9d:0f:57,talmi-tiba,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:47,6,-76,32.0629429,34.76892028,38,12,WIFI
f8:e9:03:13:5e:ad,Lazerovich_2.4,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:47,11,-82,32.0629429,34.76892028,38,12,WIFI
34:bd:f9:07:3f:4c,AlgoConf,[WPA2-PSK-CCMP][WPS][ESS][BLE],13/11/2017 22:47,1,-86,32.0629429,34.76892028,38,12,WIFI
fc:0a:81:b2:ad:80,,[WPA2-PSK-CCMP],13/11/2017 22:47,11,-89,32.0629429,34.76892028,38,12,WIFI
c0:ac:54:f7:4a:01,Yarden,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:47,13,-89,32.0629429,34.76892028,38,12,WIFI
30:b5:c2:b1:1e:f4,Sifria,[WPA2-PSK-CCMP][WPS][ESS],13/11/2017 22:47,5,-90,32.0629429,34.76892028,38,12,WIFI
4a:d9:e7:2f:3f:22,wblaw,[WPA2-PSK-CCMP][ESS],13/11/2017 22:47,6,-92,32.0629429,34.76892028,38,12,WIFI
f8:d1:11:61:66:e5,Bet Hazani 2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:47,4,-93,32.0629429,34.76892028,38,12,WIFI
04:8d:38:92:45:42,ALGOGMR,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:47,7,-94,32.0629429,34.76892028,38,12,WIFI
e0:46:9a:66:bf:f2,NSHK,[WPA2-PSK-CCMP][WPS][ESS],13/11/2017 22:47,6,-93,32.0629429,34.76892028,38,12,WIFI
8c:59:c3:ed:00:82,Nataly,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:47,1,-77,32.06285971,34.76884107,37,11,WIFI
82:4c:a5:28:7a:1b,Skyline-internal,[WPA2-PSK-CCMP-preauth][ESS],13/11/2017 22:47,11,-79,32.06285971,34.76884107,37,11,WIFI
04:8d:38:92:53:fc,AlgoWifi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:47,2,-82,32.06285971,34.76884107,37,11,WIFI
90:6c:ac:60:81:49,ValueBaseWIFI,[WPA-PSK-CCMP][WPA2-PSK-CCMP-preauth][ESS],13/11/2017 22:47,1,-90,32.06285971,34.76884107,37,11,WIFI
c0:ac:54:f9:0a:26,HOTBOX-86F2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:47,1,-91,32.06285971,34.76884107,37,11,WIFI
00:1a:dd:e8:ad:42,Junction,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:47,1,-91,32.06285971,34.76884107,37,11,WIFI
c4:12:f5:80:d3:12,susu,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:47,2,-91,32.06285971,34.76884107,37,11,WIFI
84:18:3a:24:39:38,Hazani,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:47,11,-92,32.06285971,34.76884107,37,11,WIFI
a2:6c:ac:04:23:6d,Skyline-internal,[WPA2-PSK-CCMP-preauth][ESS],13/11/2017 22:47,1,-92,32.06285971,34.76884107,37,11,WIFI
14:ae:db:46:6c:e5,orlifr1,[WPA2-PSK-CCMP][ESS],13/11/2017 22:47,11,-94,32.06285971,34.76884107,37,11,WIFI
00:4f:62:0d:6b:4f,Rothschild 1 (2),[ESS],13/11/2017 22:47,13,-92,32.06285971,34.76884107,37,11,WIFI
14:af:db:33:04:3a,BezeqFree,[WPA2-PSK-CCMP][ESS],13/11/2017 22:48,2,-92,32.06288408,34.76882262,36,10,WIFI
62:12:f5:80:d3:13,BezeqFree,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:48,2,-92,32.06288408,34.76882262,36,10,WIFI
f0:5c:19:8b:45:c2,Pan,[WPA2-PSK-CCMP][ESS],13/11/2017 22:48,11,-93,32.06288408,34.76882262,36,10,WIFI
00:1a:dd:e8:ad:41,F2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:48,1,-93,32.06288408,34.76882262,36,10,WIFI
04:8d:38:92:53:fc,AlgoWifi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:48,2,-75,32.06298002,34.76880089,37,11,WIFI
84:18:3a:24:39:38,Hazani,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:48,11,-84,32.06298002,34.76880089,37,11,WIFI
90:6c:ac:04:1e:81,Skyline,[WPA2-PSK-CCMP-preauth][ESS],13/11/2017 22:48,1,-78,32.06298002,34.76880089,37,11,WIFI
fc:3f:db:9c:62:63,DIRECT-69-HP DeskJet 3630 series,[WPA2-PSK-CCMP][WPS][ESS],13/11/2017 22:48,6,-78,32.06298002,34.76880089,37,11,WIFI
06:ae:db:4d:b3:ad,BezeqFree,[WPA2-PSK-CCMP][ESS],13/11/2017 22:48,6,-87,32.06298002,34.76880089,37,11,WIFI
14:ae:db:4d:b3:ad,Altmangallery,[WPA2-PSK-CCMP][ESS],13/11/2017 22:48,6,-88,32.06298002,34.76880089,37,11,WIFI
24:0a:64:4c:47:8b,showroom,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:48,2,-92,32.06298002,34.76880089,37,11,WIFI
00:0b:6c:4d:11:15,brain-sense,[WPA-PSK-CCMP][ESS],13/11/2017 22:48,11,-87,32.06301804,34.76879177,39,12,WIFI
00:78:9e:fa:05:44,Gallabia,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:48,11,-89,32.06301804,34.76879177,39,12,WIFI
10:be:f5:3e:98:c6,Showroom store,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:48,9,-92,32.06301804,34.76879177,39,12,WIFI
14:ae:db:c8:02:9d,tali,[WPA2-PSK-CCMP][ESS],13/11/2017 22:48,9,-92,32.06301804,34.76879177,39,12,WIFI
00:1d:aa:7e:32:20,GRUSENBERG,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:48,11,-92,32.06301804,34.76879177,39,12,WIFI
2c:c5:d3:39:96:c8,The-Library,[WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 22:48,11,-95,32.06301804,34.76879177,39,12,WIFI
1a:fe:34:d1:ca:05,GNS-08 - 00D1CA05,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:48,11,-92,32.06301804,34.76879177,39,12,WIFI
48:ee:0c:3b:a0:2f,Bezeq_WiFi,[ESS][BLE],13/11/2017 22:48,1,-87,32.06301804,34.76879177,39,12,WIFI
00:02:6f:9f:fb:cd,Ipos_Barzilai,[ESS],13/11/2017 22:48,11,-93,32.06301804,34.76879177,39,12,WIFI
14:ae:db:4d:b3:ad,Altmangallery,[WPA2-PSK-CCMP][ESS],13/11/2017 22:48,6,-83,32.06304169,34.76881058,42,14,WIFI
1a:fe:34:d1:ca:05,GNS-08 - 00D1CA05,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:48,11,-86,32.06304169,34.76881058,42,14,WIFI
14:ae:db:3c:84:3a,Tony,[WPA2-PSK-CCMP][ESS],13/11/2017 22:48,10,-90,32.06304169,34.76881058,42,14,WIFI
14:ae:db:44:09:fd,touly1205,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],13/11/2017 22:48,11,-93,32.06304169,34.76881058,42,14,WIFI
06:ae:db:4d:b3:ad,BezeqFree,[WPA2-PSK-CCMP][ESS],13/11/2017 22:48,6,-78,32.06306193,34.76877589,43,14,WIFI
14:ae:db:39:62:ed,behavent,[WPA2-PSK-CCMP][ESS],13/11/2017 22:48,1,-89,32.06306193,34.76877589,43,14,WIFI
10:be:f5:41:2b:36,MICHAL_2.4,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:48,11,-92,32.06306193,34.76877589,43,14,WIFI
10:be:f5:40:3e:06,Bezeq_WiFi,[ESS][BLE],13/11/2017 22:48,11,-92,32.06306193,34.76877589,43,14,WIFI
14:ae:db:4d:b3:ad,Altmangallery,[WPA2-PSK-CCMP][ESS],13/11/2017 22:48,6,-72,32.06323615,34.76878333,41,13,WIFI
10:be:f5:3e:98:c6,Showroom store,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:48,9,-78,32.06323615,34.76878333,41,13,WIFI
48:ee:0c:3b:a0:2f,Bezeq_WiFi,[ESS][BLE],13/11/2017 22:48,1,-75,32.06323615,34.76878333,41,13,WIFI
00:02:6f:9f:fb:cd,Ipos_Barzilai,[ESS],13/11/2017 22:48,11,-87,32.06323615,34.76878333,41,13,WIFI
14:ae:db:39:62:ed,behavent,[WPA2-PSK-CCMP][ESS],13/11/2017 22:48,1,-81,32.06323615,34.76878333,41,13,WIFI
00:78:9e:fa:05:44,Gallabia,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:48,11,-84,32.06323615,34.76878333,41,13,WIFI
24:0a:64:4c:47:8b,showroom,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:48,2,-80,32.06323615,34.76878333,41,13,WIFI
f8:d1:11:b7:fc:1e,migdal_shalom,[WPS][WEP][ESS],13/11/2017 22:48,6,-94,32.06323615,34.76878333,41,13,WIFI
10:be:f5:3e:98:c6,Showroom store,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:48,9,-72,32.0633032,34.76880216,39,14,WIFI
00:78:9e:fa:05:44,Gallabia,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:48,11,-78,32.0633032,34.76880216,39,14,WIFI
24:0a:64:4c:47:8b,showroom,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:48,2,-75,32.0633032,34.76880216,39,14,WIFI
cc:b2:55:e9:90:3d,Saling1,[WPA2-PSK-CCMP][ESS],13/11/2017 22:48,6,-86,32.0633032,34.76880216,39,14,WIFI
14:ae:db:48:78:c5,Ng_2.4,[WPA2-PSK-CCMP][ESS],13/11/2017 22:48,1,-89,32.0633032,34.76880216,39,14,WIFI
a4:2b:8c:99:47:ac,vilina_2.4_,[WPA2-PSK-CCMP][WPS][ESS][BLE],13/11/2017 22:48,1,-91,32.0633032,34.76880216,39,14,WIFI
94:10:3e:83:86:59,DP24,[WPA2-PSK-CCMP][WPS][ESS],13/11/2017 22:48,7,-94,32.0633032,34.76880216,39,14,WIFI
a4:2b:8c:99:47:ac,vilina_2.4_,[WPA2-PSK-CCMP][WPS][ESS][BLE],13/11/2017 22:48,1,-84,32.06347086,34.76868004,45,16,WIFI
88:dc:96:36:6c:44,solo,[WPA2-PSK-CCMP][ESS],13/11/2017 22:48,1,-90,32.06347086,34.76868004,45,16,WIFI
48:ee:0c:3b:0f:2b,DIGITAL4,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:49,1,-94,32.06351884,34.76893879,48,12,WIFI
bc:30:7e:16:51:2b,cp7f2cf638,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:49,11,-95,32.06351884,34.76893879,48,12,WIFI
c0:a0:bb:cb:e7:12,BezeqNGN_007520_2.4GHz_1,[ESS][BLE],13/11/2017 22:49,11,-93,32.06351884,34.76893879,48,12,WIFI
48:ee:0c:3b:0f:2b,DIGITAL4,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:49,1,-87,32.06354269,34.76897729,47,12,WIFI
bc:30:7e:16:51:2b,cp7f2cf638,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:49,11,-76,32.06354269,34.76897729,47,12,WIFI
d8:38:fc:29:9e:b8,leumi_fl_1,[ESS][BLE],13/11/2017 22:49,4,-74,32.06354269,34.76897729,47,12,WIFI
44:d3:ca:3d:56:f0,YGVIP,[WPA2-PSK-CCMP][ESS],13/11/2017 22:49,4,-81,32.06354269,34.76897729,47,12,WIFI
44:d9:e7:fd:f7:31,CatoGuest,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:49,1,-81,32.06354269,34.76897729,47,12,WIFI
66:d9:e7:fd:f7:31,CatoNet,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:49,1,-81,32.06354269,34.76897729,47,12,WIFI
56:d9:e7:fd:f7:31,CatoDev,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:49,1,-83,32.06354269,34.76897729,47,12,WIFI
e4:8d:8c:68:bc:28,PRACTI POS -=68:BC:28=-,[WPA2-PSK-CCMP][WPS][ESS],13/11/2017 22:49,1,-84,32.06354269,34.76897729,47,12,WIFI
48:ee:0c:3b:0f:4f,DIGITAL3,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:49,9,-85,32.06354269,34.76897729,47,12,WIFI
90:6c:ac:e0:9d:51,PopUP-Members,[WPA2-PSK-CCMP-preauth][ESS],13/11/2017 22:49,8,-85,32.06354269,34.76897729,47,12,WIFI
90:6c:ac:e0:9f:c1,UP-Members,[WPA2-PSK-CCMP-preauth][ESS],13/11/2017 22:49,1,-86,32.06354269,34.76897729,47,12,WIFI
00:10:f3:62:f9:b2,Prashko,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:49,6,-89,32.06354269,34.76897729,47,12,WIFI
5c:d9:98:c6:a1:57,haircenter tlv,[WPA-PSK-CCMP+TKIP][ESS],13/11/2017 22:49,6,-90,32.06354269,34.76897729,47,12,WIFI
20:0c:c8:1d:39:88,canaan,[WPA2-PSK-CCMP][WPS][ESS][BLE],13/11/2017 22:49,6,-90,32.06354269,34.76897729,47,12,WIFI
a4:5d:36:b8:36:20,HP-Print-20-Officejet 6700,[WPA2-PSK-CCMP][ESS],13/11/2017 22:49,6,-93,32.06354269,34.76897729,47,12,WIFI
ac:f1:df:9f:97:b1,Bezeq-N_9f97b0,[ESS],13/11/2017 22:49,6,-89,32.06354269,34.76897729,47,12,WIFI
58:b6:33:34:b1:78,leumifl1,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:49,13,-86,32.0635024,34.76899595,40,11,WIFI
d8:38:fc:29:9e:b8,leumi_fl_1,[ESS][BLE],13/11/2017 22:49,4,-67,32.0635024,34.76899595,40,11,WIFI
be:30:7e:16:51:2b,Canaan,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],13/11/2017 22:49,11,-84,32.0635024,34.76899595,40,11,WIFI
00:4f:62:0d:69:43,Rothschild 1 (1),[ESS],13/11/2017 22:49,13,-91,32.0635024,34.76899595,40,11,WIFI
be:30:7e:16:51:2b,Canaan,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],13/11/2017 22:49,11,-76,32.06350466,34.76903438,42,11,WIFI
b0:c0:90:47:a1:59,DIRECT-GUDESKTOP-17N0DDFmsCO,[WPA2-PSK-CCMP][WPS][ESS],13/11/2017 22:49,11,-79,32.06350466,34.76903438,42,11,WIFI
e8:b7:48:97:19:90,YG,[WPA2-PSK-CCMP][ESS],13/11/2017 22:49,2,-85,32.06350466,34.76903438,42,11,WIFI
c4:12:f5:80:e0:76,DIGITAL2,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:49,2,-87,32.06350466,34.76903438,42,11,WIFI
00:90:8f:43:1b:ac,yg101,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 22:49,9,-87,32.06350466,34.76903438,42,11,WIFI
c0:a0:bb:cc:d1:f3,Boutique-Rothschild,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:49,11,-87,32.06350466,34.76903438,42,11,WIFI
14:58:d0:6f:0c:20,Barnes,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],13/11/2017 22:49,13,-93,32.06353478,34.76905905,42,8,WIFI
48:ee:0c:3b:0f:2b,DIGITAL4,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:49,1,-80,32.06355951,34.76912675,43,6,WIFI
c0:a0:bb:cb:e7:12,BezeqNGN_007520_2.4GHz_1,[ESS][BLE],13/11/2017 22:49,11,-88,32.06355951,34.76912675,43,6,WIFI
48:ee:0c:3b:0f:4f,DIGITAL3,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:49,9,-77,32.06355951,34.76912675,43,6,WIFI
14:58:d0:6f:0c:20,Barnes,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],13/11/2017 22:49,13,-86,32.06355951,34.76912675,43,6,WIFI
48:ee:0c:3b:0f:34,DIGITAL5,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:49,9,-87,32.06355951,34.76912675,43,6,WIFI
14:ae:db:a4:b6:ca,Neil,[WPA2-PSK-CCMP][ESS],13/11/2017 22:49,7,-89,32.06355951,34.76912675,43,6,WIFI
1c:5f:2b:59:aa:12,CaspiW,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],13/11/2017 22:49,3,-89,32.06355951,34.76912675,43,6,WIFI
1c:5f:2b:e4:44:01,CaspiW,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],13/11/2017 22:49,3,-90,32.06355951,34.76912675,43,6,WIFI
86:25:19:02:5a:8b,DIRECT-S5C1860 Series,[WPA2-PSK-CCMP][WPS][ESS][P2P],13/11/2017 22:49,1,-91,32.06355951,34.76912675,43,6,WIFI
90:6c:ac:e0:9c:a8,PopUP-Guests,[WPA2-PSK-CCMP-preauth][ESS],13/11/2017 22:49,11,-93,32.06355951,34.76912675,43,6,WIFI
08:6a:0a:69:f9:60,HOTFiber-E1B0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 22:49,13,-95,32.06355951,34.76912675,43,6,WIFI
78:19:f7:7d:0a:40,Psg-Guest,[WPA2-PSK-TKIP][ESS][BLE],13/11/2017 22:49,1,-92,32.06355951,34.76912675,43,6,WIFI
00:30:44:19:a6:d1,DANWifi,[ESS][BLE],13/11/2017 22:49,11,-70,32.06355951,34.76912675,43,6,WIFI
06:ae:db:38:22:d5,Bezeq Free,[ESS],13/11/2017 22:49,1,-91,32.06355951,34.76912675,43,6,WIFI
58:b6:33:34:b1:78,leumifl1,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:49,13,-80,32.06358768,34.76925309,43,4,WIFI
00:1a:dd:f5:0d:04,PEPWAVE_A481,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:49,1,-85,32.06358768,34.76925309,43,4,WIFI
f8:e7:1e:33:8a:28,leumifl1,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:49,3,-88,32.06358768,34.76925309,43,4,WIFI
9c:1c:12:16:18:02,TPGEN,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:49,11,-89,32.06358768,34.76925309,43,4,WIFI
c4:e9:84:41:72:71,odm52,[WPA2-PSK-CCMP][WPS][ESS],13/11/2017 22:49,9,-90,32.06358768,34.76925309,43,4,WIFI
a0:ab:1b:60:3a:5e,AD,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:49,8,-93,32.06358768,34.76925309,43,4,WIFI
78:19:f7:7c:ee:00,Psg-Guest,[WPA2-PSK-TKIP][ESS][BLE],13/11/2017 22:49,1,-91,32.06358768,34.76925309,43,4,WIFI
00:1a:dd:f5:0d:04,PEPWAVE_A481,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 22:49,1,-71,32.0636067,34.7693151,43,4,WIFI
c4:e9:84:41:72:71,odm52,[WPA2-PSK-CCMP][WPS][ESS],13/11/2017 22:49,9,-80,32.0636067,34.7693151,43,4,WIFI
90:6c:ac:e0:9c:a9,PopUP-Members,[WPA2-PSK-CCMP-preauth][ESS],13/11/2017 22:49,11,-89,32.0636067,34.7693151,43,4,WIFI
c4:14:3c:7a:89:33,guest-ubi,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:49,6,-89,32.0636067,34.7693151,43,4,WIFI
ec:08:6b:c4:1b:ce,STOCKER,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],13/11/2017 22:49,6,-89,32.0636067,34.7693151,43,4,WIFI
14:91:82:fb:e8:de,Silverfort24G,[WPA2-PSK-CCMP-preauth][ESS],13/11/2017 22:49,6,-90,32.0636067,34.7693151,43,4,WIFI
a4:4c:11:fe:a8:b0,yg30,[WPA-PSK-TKIP][ESS],13/11/2017 22:49,13,-87,32.0636067,34.7693151,43,4,WIFI
14:ae:db:c1:06:c5,rea,[WPA2-PSK-CCMP][ESS],13/11/2017 22:49,11,-93,32.06363631,34.76946602,48,7,WIFI
14:58:d0:6f:0c:20,Barnes,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],13/11/2017 22:50,13,-74,32.06368015,34.76957125,49,8,WIFI
c0:ff:d4:82:e7:90,CaffeTamara2.4,[WPS][ESS][BLE],13/11/2017 22:50,6,-92,32.06368015,34.76957125,49,8,WIFI
c4:14:3c:7a:89:31,UBI,[WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 22:50,6,-80,32.06374704,34.76962648,49,11,WIFI
c4:14:3c:7a:89:33,guest-ubi,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:50,6,-81,32.06374704,34.76962648,49,11,WIFI
c4:14:3c:7a:8a:12,VIP10,[WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 22:50,1,-83,32.06374704,34.76962648,49,11,WIFI
c4:14:3c:7a:8a:13,guest-ubi,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:50,1,-86,32.06374704,34.76962648,49,11,WIFI
14:58:d0:6f:fb:a0,Barnes,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],13/11/2017 22:50,13,-89,32.06374704,34.76962648,49,11,WIFI
e0:ce:c3:23:11:b0,HOTFiber-5D06,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 22:50,1,-92,32.06374704,34.76962648,49,11,WIFI
58:ac:78:b1:e1:b0,Chosen,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:50,13,-76,32.06360235,34.76972155,48,13,WIFI
58:ac:78:8c:29:41,SecureIT,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:50,1,-82,32.06360235,34.76972155,48,13,WIFI
c4:14:3c:7a:89:30,UBI-P,[WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 22:50,6,-86,32.06360235,34.76972155,48,13,WIFI
c4:14:3c:7a:89:32,VIP10,[WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 22:50,6,-88,32.06360235,34.76972155,48,13,WIFI
90:8d:78:54:81:4f,rom,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:50,1,-88,32.06360235,34.76972155,48,13,WIFI
14:ae:db:c8:69:f5,Hezsel,[WPA2-PSK-CCMP][ESS],13/11/2017 22:50,1,-90,32.06360235,34.76972155,48,13,WIFI
1a:5b:0e:ec:b1:01,UP-Members-R3,[WPA2-PSK-CCMP-preauth][ESS],13/11/2017 22:50,9,-90,32.06360235,34.76972155,48,13,WIFI
0a:18:d6:cb:5e:85,90min upstairs,[WPA2-PSK-CCMP][ESS],13/11/2017 22:50,1,-92,32.06360235,34.76972155,48,13,WIFI
10:5a:f7:0a:23:d5,OFIR&EINAV_2.4,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 22:50,1,-93,32.06360235,34.76972155,48,13,WIFI
00:22:b0:e8:a2:5a,kbar4,[WPA2-PSK-CCMP][ESS],13/11/2017 22:50,1,-91,32.06360235,34.76972155,48,13,WIFI
14:58:d0:6f:fb:a0,Barnes,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],13/11/2017 22:50,13,-71,32.06343233,34.76986564,45,14,WIFI
